Controller,Order,MaxRealPole,H2Objective,WeightedHinfNorm,WeightedHinfPeakFrequency,WS_S_Norm,WS_S_PeakFrequency,WU_KS_Norm,WU_KS_PeakFrequency,WT_T_Norm,WT_T_PeakFrequency,PitchRiseTime,PitchSettlingTime,PitchOvershootPercent,YawRiseTime,YawSettlingTime,YawOvershootPercent,PitchSteadyStateErrorPercent,YawSteadyStateErrorPercent,NominalStable
H2,16,-0.128914517225752,4.87238231719008,1.29103550146476,0,1.28506773460757,0,0.165439592302711,16.2797174344862,0.18287276266198,8.0866636351979,0.407229923697017,0.860373066282276,0,0.503409928602202,1.01234867264733,7.90478793533111e-12,1.92719296117385,1.81406932119308,1
