Controller,Order,H2NormSynthesis,H2NormVerified,WeightedHinfNorm,NominalStable,WSH2RolloffAlpha_rad_s,WSH2RolloffBeta_rad_s
H2,16,4.87238231718999,4.87238231719008,1.29103550146476,1,38,30
